ANO;TITULO;AUTORES
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Lyrene Silva
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Fernanda Alencar
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Jaelson Castro
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Christina Chavez
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Julio Leite
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Ricardo Ramos
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Rosângela Penteado
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Cecília Rubira
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Fernando Castor
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Paulo Henrique Monteiro Borba
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Carlos Lucena
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Paulo Masiero
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;"""Claudio Sant'Anna"""
2013;The Crosscutting Impact Of The Aosd Brazilian Research Community;Fabiano Ferrari
2013;The Generate-And-Solve Framework Revisited: Generating By Simulated Annealing;Rommel Saraiva
2013;The Generate-And-Solve Framework Revisited: Generating By Simulated Annealing;Napoleão Vieira Nepomuceno
2013;The Generate-And-Solve Framework Revisited: Generating By Simulated Annealing;Plácido Rogerio Pinheiro
2014; Escritório De Projetos: Características Vantagens E O Planejamento De Sua Implantação No Setor Público;Paulo Roberto Martins Andrade
2014; Escritório De Projetos: Características Vantagens E O Planejamento De Sua Implantação No Setor Público;Adriano Bessa Albuquerque
2014;A Framework To Evaluate The Quality In Use Of A System From Sociotechnical Questions;Maria Elizabeth Sucupira Furtado
2014;A Framework To Evaluate The Quality In Use Of A System From Sociotechnical Questions;Danielly Barboza Guimarães
2014;A Middleware For The Integration Of Smart Grid Elements With Wsn Based Solutions;Paulo Regis C De Araujo
2014;A Middleware For The Integration Of Smart Grid Elements With Wsn Based Solutions;Raimir Holanda Filho
2014;A Middleware For The Integration Of Smart Grid Elements With Wsn Based Solutions;Antonio Wendell De Oliveira Rodrigues
2014;A Middleware For The Integration Of Smart Grid Elements With Wsn Based Solutions;Andre Luiz Carneiro De Araujo
2014;A Middleware For The Integration Of Smart Grid Elements With Wsn Based Solutions;Jose De Aguiar Moraes Filho
2014;A Middleware For The Integration Of Smart Grid Elements With Wsn Based Solutions;Joao Paolo C M Oliveira
2014;A Path- And Label-Cost Propagation Approach To Speedup The Training Of The Optimum-Path Forest Classifier;A S Iwashita
2014;A Path- And Label-Cost Propagation Approach To Speedup The Training Of The Optimum-Path Forest Classifier;J P Papa
2014;A Path- And Label-Cost Propagation Approach To Speedup The Training Of The Optimum-Path Forest Classifier;André Nunes De Souza
2014;A Path- And Label-Cost Propagation Approach To Speedup The Training Of The Optimum-Path Forest Classifier;Alexandre Xavier Falcão
2014;A Path- And Label-Cost Propagation Approach To Speedup The Training Of The Optimum-Path Forest Classifier;V M A Oliveira
2014;A Path- And Label-Cost Propagation Approach To Speedup The Training Of The Optimum-Path Forest Classifier;Victor Hugo Costa De Albuquerque
2014;A Path- And Label-Cost Propagation Approach To Speedup The Training Of The Optimum-Path Forest Classifier;J M R S Tavares
2014;An Integrated View Of Communicational Educational And Technological Categories Applied To The Content Production For Idtv And Mobile Devices;Maria Elizabeth Sucupira Furtado
2014;An Integrated View Of Communicational Educational And Technological Categories Applied To The Content Production For Idtv And Mobile Devices;Rafaela Ponte Lisboa
2014;An Integrated View Of Communicational Educational And Technological Categories Applied To The Content Production For Idtv And Mobile Devices;Hermínio Borges Neto
2014;Architectural Options For Cloud Migration;Nabor Das Chagas Mendonça
2014;Assessing Fractal Dimension Methods As Feature Extractors For Emg Signal Classification;André Luís Vasconcelos Coelho
2014;Assessing Fractal Dimension Methods As Feature Extractors For Emg Signal Classification;Clodoaldo Ap Moraes De Lima
2014;Chance-Constrained Optimization Of Reliable Fixed Broadband Wireless Networks;Grit Classen
2014;Chance-Constrained Optimization Of Reliable Fixed Broadband Wireless Networks;Arie M C A Koster
2014;Chance-Constrained Optimization Of Reliable Fixed Broadband Wireless Networks;David Coudert
2014;Chance-Constrained Optimization Of Reliable Fixed Broadband Wireless Networks;Napoleão Vieira Nepomuceno
2014;Collaboration Networks From A Large Cv Database: Dynamics Topology And Bonus Impact;Eduardo Araújo
2014;Collaboration Networks From A Large Cv Database: Dynamics Topology And Bonus Impact;André Moreira
2014;Collaboration Networks From A Large Cv Database: Dynamics Topology And Bonus Impact;Joao Jose Vasco Peixoto Furtado
2014;Collaboration Networks From A Large Cv Database: Dynamics Topology And Bonus Impact;Tarcisio Pequeno
2014;Collaboration Networks From A Large Cv Database: Dynamics Topology And Bonus Impact;Soares Andrade Jr
2014;Dealing With Nonregular Shapes Packing;Bonfim Amaro Junior
2014;Dealing With Nonregular Shapes Packing;Plácido Rogerio Pinheiro
2014;Dealing With Nonregular Shapes Packing;Rommel Saraiva
2014;Dealing With Nonregular Shapes Packing;Pedro Gabriel Caliope Dantas Pinheiro
2014;Delamination In Carbon/Epoxy Plates Drilling: Tool And Feed Rate Effect;Luís Miguel Pereira Durão
2014;Delamination In Carbon/Epoxy Plates Drilling: Tool And Feed Rate Effect;Daniel J S Gonçalves
2014;Delamination In Carbon/Epoxy Plates Drilling: Tool And Feed Rate Effect;João Manuel R S Tavares
2014;Delamination In Carbon/Epoxy Plates Drilling: Tool And Feed Rate Effect;Victor Hugo Costa De Albuquerque
2014;Delamination In Carbon/Epoxy Plates Drilling: Tool And Feed Rate Effect;António Manuel Rincon De Aguiar Vieira
2014;Delamination In Carbon/Epoxy Plates Drilling: Tool And Feed Rate Effect;António Paulo Monteiro Baptista
2014;Design And Evaluation Of A Gesture-Controlled System For Interactive Manipulation Of Medical Images And 3D Models;Edimo Sousa Silva
2014;Design And Evaluation Of A Gesture-Controlled System For Interactive Manipulation Of Medical Images And 3D Models;Maria Andréia Formico Rodrigues
2014;Drilling Damage In Composite Material;Lui Migue Pereira Durão
2014;Drilling Damage In Composite Material;J M R S Tavares
2014;Drilling Damage In Composite Material;Victor Hugo Costa De Albuquerque
2014;Drilling Damage In Composite Material;Jorge Filipe S Marques
2014;Drilling Damage In Composite Material;Oscar N G Andrade
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;Thiago Monteiro Nunes
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;André Luís Vasconcelos Coelho
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;Clodoaldo Aparecido De Moraes Lima
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;João Paulo Papa
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;Victor Hugo Costa De Albuquerque
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;Thiago M Nunes
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;André Luís Vasconcelos Coelho
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;Clodoaldo A M Lima
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;João P Papa
2014;Eeg Signal Classification For Epilepsy Diagnosis Via Optimum Path Forest - A Systematic Assessment;Victor Hugo C De Albuquerque
2014;Handing The Classification Methodology Orclass By Tool Orclassweb;Thais Cristina Sampaio Machado
2014;Handing The Classification Methodology Orclass By Tool Orclassweb;Plácido Rogerio Pinheiro
2014;Handing The Classification Methodology Orclass By Tool Orclassweb;Isabele Tamanini
2014;Integrated Planning Of Biomass Inventory And Energy Production;Marco Chiarandini
2014;Integrated Planning Of Biomass Inventory And Energy Production;Niels H Kjeldsen
2014;Integrated Planning Of Biomass Inventory And Energy Production;Napoleão Vieira Nepomuceno
2014;Integrating Complementary Techniques For Promoting Diversity In Classifier Ensembles: A Systematic Study;Diego Silveira Costa Nascimento
2014;Integrating Complementary Techniques For Promoting Diversity In Classifier Ensembles: A Systematic Study;André Luís Vasconcelos Coelho
2014;Integrating Complementary Techniques For Promoting Diversity In Classifier Ensembles: A Systematic Study;Anne Magály De Paula Canuto
2014;Novel Adaptive Balloon Active Contour Method Based On Internal Force For Image Segmentation - A Systematic Evaluation On Synthetic And Real Images;Pedro Pedrosa Rebouças Filho
2014;Novel Adaptive Balloon Active Contour Method Based On Internal Force For Image Segmentation - A Systematic Evaluation On Synthetic And Real Images;Paulo César Cortez
2014;Novel Adaptive Balloon Active Contour Method Based On Internal Force For Image Segmentation - A Systematic Evaluation On Synthetic And Real Images;Antonio Carlos Da Silva Barros
2014;Novel Adaptive Balloon Active Contour Method Based On Internal Force For Image Segmentation - A Systematic Evaluation On Synthetic And Real Images;Victor Hugo Costa De Albuquerque
2014;On Query Processing In Wireless Sensor Networks Using Classes Of Quality Of Queries;Angelo Brayner
2014;On Query Processing In Wireless Sensor Networks Using Classes Of Quality Of Queries;André Luís Vasconcelos Coelho
2014;On Query Processing In Wireless Sensor Networks Using Classes Of Quality Of Queries;Karina Marinho
2014;On Query Processing In Wireless Sensor Networks Using Classes Of Quality Of Queries;Raimir Holanda
2014;On Query Processing In Wireless Sensor Networks Using Classes Of Quality Of Queries;Wagner Castro
2014;Orclassweb: A Tool Based On The Classification Methodology Orclass From Verbal Decision Analysis Framework;Thais Cristina Sampaio Machado
2014;Orclassweb: A Tool Based On The Classification Methodology Orclass From Verbal Decision Analysis Framework;Plácido Rogerio Pinheiro
2014;Orclassweb: A Tool Based On The Classification Methodology Orclass From Verbal Decision Analysis Framework;Isabelle Tamanini
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;Juan Carlos Alvarado Alcócer
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;D Benevides
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;K Martins
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;J O Diogo
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;G N Dantas
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;João Batista Furlan Duarte
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;M J Cajazeiras
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;Mona Lisa Moura De Oliveira
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;R G Duarte
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;Y M G Rocha
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;B C M Pontes
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;J Duarte
2014;Produzindo Biogás A Partir De Resíduos De Frutas Para Gerar Energia Elétrica;I Holanda
2014;Psnakes: A New Radial Active Contour Model And Its Application In The Segmentation Of The Left Ventricle From Echocardiographic Images;Auzuir Ripardo De Alexandria
2014;Psnakes: A New Radial Active Contour Model And Its Application In The Segmentation Of The Left Ventricle From Echocardiographic Images;Paulo César Cortez
2014;Psnakes: A New Radial Active Contour Model And Its Application In The Segmentation Of The Left Ventricle From Echocardiographic Images;Jéssyca Almeida Bessa
2014;Psnakes: A New Radial Active Contour Model And Its Application In The Segmentation Of The Left Ventricle From Echocardiographic Images;John Hebert Da Silva Felix
2014;Psnakes: A New Radial Active Contour Model And Its Application In The Segmentation Of The Left Ventricle From Echocardiographic Images;José Sebastião De Abreu
2014;Psnakes: A New Radial Active Contour Model And Its Application In The Segmentation Of The Left Ventricle From Echocardiographic Images;Victor Hugo Costa De Albuquerque
2014;Semantic Textual Similarity Of Portuguese-Language Texts: An Approach Based On The Semantic Inferentialism Model;Vládia Pinheiro
2014;Semantic Textual Similarity Of Portuguese-Language Texts: An Approach Based On The Semantic Inferentialism Model;Vasco Furtado
2014;Semantic Textual Similarity Of Portuguese-Language Texts: An Approach Based On The Semantic Inferentialism Model;Adriano Bessa Albuquerque
2014;Semantic Textual Similarity Of Portuguese-Language Texts: An Approach Based On The Semantic Inferentialism Model;Vládia Célia Monteiro Pinheiro
2014;Semantic Textual Similarity Of Portuguese-Language Texts: An Approach Based On The Semantic Inferentialism Model;Vasco Furtado
2014;Semantic Textual Similarity Of Portuguese-Language Texts: An Approach Based On The Semantic Inferentialism Model;Adriano Albuquerque
